record_id,source_split,composition_key,log10_sigma,censored,censor_direction
qno,official_train,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.11111111,-6.416801226031377,False,
oxc,official_train,Al:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348|Ti:0.08695652,-2.2494916051486538,False,
dq4,official_train,Al:0.00546448|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01092896|Ti:0.09289617,-3.370590400897281,False,
0fa,official_train,Al:0.01092896|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.00546448|Ti:0.09289617,-3.570247719997592,False,
rr5,official_train,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.11111111,-4.142667503568732,False,
6j9,official_train,Fe:0.00826446|Li:0.06336088|O:0.66115702|P:0.16528926|Ti:0.10192837,-3.282329496997738,False,
0x9,official_train,Li:0.06593407|O:0.65934066|P:0.16483516|Sc:0.01098901|Ti:0.09890110,-3.6090648928966207,False,
iwe,official_train,Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01639344|Ti:0.09289617,-3.39040559077478,False,
ib2,official_train,Li:0.06077348|O:0.66298343|P:0.16574586|Sc:0.00552486|Ti:0.10497238,-3.8013429130455774,False,
ppz,official_train,Hf:0.09289617|In:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443,-5.0,False,
ci1,official_train,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.01111111|Zr:0.10000000,-7.251811972993799,False,
08e,official_train,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.10000000|Zr:0.01111111,-7.070581074285707,False,
xkh,official_train,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.00555556|Zr:0.10555556,-7.494850021680094,False,
wng,official_train,Hf:0.09890110|In:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516,-5.3979400086720375,False,
ncr,official_train,Hf:0.11111111|Li:0.05555556|O:0.66666667|P:0.16666667,-6.164309428507575,False,
dx2,official_train,Fe:0.00552486|Hf:0.10497238|Li:0.06077348|O:0.66298343|P:0.16574586,-3.9706162223147903,False,
6xc,official_train,Hf:0.10497238|In:0.00552486|Li:0.06077348|O:0.66298343|P:0.16574586,-4.289882634888183,False,
21m,official_train,Hf:0.10497238|Li:0.06077348|Lu:0.00552486|O:0.66298343|P:0.16574586,-4.230622673923862,False,
4k1,official_train,Hf:0.10497238|Li:0.06077348|O:0.66298343|P:0.16574586|Sc:0.00552486,-4.610833915635467,False,
gzp,official_train,Hf:0.09890110|Li:0.06593407|Lu:0.01098901|O:0.65934066|P:0.16483516,-4.009217308196862,False,
lh8,official_train,Cr:0.01639344|Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,-6.279014255846261,False,
ew5,official_train,Fe:0.01639344|Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,-4.267606240177032,False,
9l3,official_train,Hf:0.09289617|In:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443,-3.8477116556169433,False,
jdk,official_train,Hf:0.09289617|Li:0.07103825|Lu:0.01639344|O:0.65573770|P:0.16393443,-4.448550002027125,False,
h8a,official_train,Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01639344,-4.079876673709276,False,
jq7,official_train,Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443|Y:0.01639344,-4.496209316942819,False,
ylt,official_train,Hf:0.08695652|In:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348,-3.8477116556169433,False,
gnq,official_train,Hf:0.08695652|Li:0.07608696|Lu:0.02173913|O:0.65217391|P:0.16304348,-4.686132779630847,False,
sso,official_train,Hf:0.08695652|Li:0.07608696|O:0.65217391|P:0.16304348|Y:0.02173913,-4.679853713888946,False,
lpx,official_train,Li:0.06336088|O:0.66115702|P:0.16528926|Y:0.00826446|Zr:0.10192837,-4.1487416512809245,False,
f7p,official_train,Al:0.01092896|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617|Y:0.00546448,-3.9208187539523753,False,
l8t,official_train,Al:0.00546448|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617|Y:0.01092896,-4.136677139879544,False,
3tt,official_train,Al:0.00819672|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617|Y:0.00819672,-4.721246399047171,False,
za6,official_train,Al:0.00552486|Ge:0.10497238|Li:0.06077348|O:0.66298343|P:0.16574586,-5.5376020021010435,False,
ag1,official_train,Al:0.01639344|Ge:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,-4.4089353929735005,False,
u5t,official_train,Al:0.02702703|Ge:0.08108108|Li:0.08108108|O:0.64864865|P:0.16216216,-3.552841968657781,False,
0y6,official_train,Al:0.03225806|Ge:0.07526882|Li:0.08602151|O:0.64516129|P:0.16129032,-3.853871964321762,False,
yq2,official_train,Al:0.00552486|Li:0.06077348|O:0.66298343|P:0.16574586|Ti:0.10497238,-4.522878745280337,False,
kab,official_train,Al:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,-4.425968732272281,False,
tp2,official_train,Al:0.03225806|Li:0.08602151|O:0.64516129|P:0.16129032|Ti:0.07526882,-4.638272163982407,False,
nf0,official_train,Al:0.02702703|Li:0.08108108|O:0.64864865|P:0.16216216|Ti:0.08108108,-4.958607314841775,False,
fkt,official_train,La:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,-3.277366077466188,False,
ctg,official_train,La:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,-3.277366077466188,False,
4t5,official_train,Cr:0.05555556|Li:0.05555556|O:0.66666667|P:0.16666667|Sb:0.05555556,-9.447331783887806,False,
smk,official_train,Al:0.05555556|Li:0.05555556|O:0.66666667|P:0.16666667|Sb:0.05555556,-7.498940737782249,False,
vtr,official_train,Fe:0.05555556|Li:0.05555556|O:0.66666667|P:0.16666667|Sb:0.05555556,-5.863279432843593,False,
dc8,official_train,F:0.08571429|Li:0.25714286|Mg:0.08571429|O:0.45714286|P:0.11428571,-10.0,True,<
hai,official_train,Ca:0.04752376|Li:0.04902451|O:0.60030015|P:0.15007504|Pb:0.15307654,-10.0,True,<
tvf,official_train,H:0.40000000|I:0.10000000|Li:0.30000000|N:0.20000000,-5.0,False,
u8r,official_train,Ba:0.07500000|Li:0.02500000|O:0.65000000|Si:0.10000000|Ta:0.12500000|Zr:0.02500000,-10.0,True,<
gvd,official_train,Li:0.75000000|N:0.25000000,-3.2390500485891027,False,
uex,official_train,Fe:0.04000000|K:0.02000000|Li:0.06000000|Na:0.04000000|O:0.60000000|Si:0.24000000,-10.0,True,<
11b,official_train,Li:0.75000000|P:0.25000000,-3.153044674980176,False,
fft,official_train,Li:0.75000000|N:0.25000000,-3.6808939406902237,False,
lf5,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913,-5.221848749616356,False,
68u,official_train,La:0.13636364|Li:0.22727273|Nb:0.09090909|O:0.54545455,-5.096910013008056,False,
gyw,official_train,La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.04347826|Ta:0.08695652,-5.376750709602099,False,
0v9,official_train,In:0.01111111|La:0.13333333|Li:0.24444444|Nb:0.07777778|O:0.53333333,-4.619788758288394,False,
qtc,official_train,K:0.01111111|La:0.12222222|Li:0.24444444|Nb:0.08888889|O:0.53333333,-4.97469413473523,False,
vy5,official_train,K:0.02000000|Li:0.18000000|O:0.60000000|Sb:0.20000000,-7.866461091629782,False,
rwr,official_train,Ge:0.07692308|Li:0.61538462|P:0.30769231,-4.7447274948966935,False,
pql,official_train,Li:0.61538462|P:0.30769231|Si:0.07692308,-4.346787486224656,False,
dl7,official_train,Li:0.14285714|Mg:0.07142857|O:0.57142857|Ti:0.21428571,-10.0,True,<
i12,official_train,Co:0.07142857|Li:0.14285714|O:0.57142857|Ti:0.21428571,-10.0,True,<
aui,official_train,Co:0.07142857|Ge:0.21428571|Li:0.14285714|O:0.57142857,-10.0,True,<
mfs,official_train,Ge:0.21428571|Li:0.14285714|O:0.57142857|Zn:0.07142857,-10.0,True,<
jl4,official_train,Li:0.15285714|Mg:0.05642857|O:0.57142857|Ti:0.21928571,-9.18309616062434,False,
jkq,official_train,Li:0.14214286|Mg:0.07214286|O:0.57142857|Ti:0.21428571,-10.8153085691824,False,
yav,official_train,Cl:0.57142857|Li:0.28571429|V:0.14285714,-5.158015195409886,False,
9yt,official_train,Br:0.05769231|Cl:0.01923077|Li:0.46153846|P:0.07692308|S:0.38461538,-2.7304870557820835,False,
122,official_train,Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-2.688246138944246,False,
ij5,official_train,Br:0.03846154|Cl:0.03846154|Li:0.46153846|P:0.07692308|S:0.38461538,-2.4775557664936803,False,
6jf,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-2.939302159646388,False,
ymc,official_train,Br:0.03846154|I:0.03846154|Li:0.46153846|P:0.07692308|S:0.38461538,-4.581698708680254,False,
ywe,official_train,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-5.886056647693163,False,
kgl,official_train,Br:0.01923077|Cl:0.05769231|Li:0.46153846|P:0.07692308|S:0.38461538,-2.6458915608525992,False,
vqj,official_train,Br:0.05769231|I:0.01923077|Li:0.46153846|P:0.07692308|S:0.38461538,-3.9507819773298185,False,
h82,official_train,Br:0.01923077|I:0.05769231|Li:0.46153846|P:0.07692308|S:0.38461538,-5.3260580013659125,False,
9zr,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-3.1542819820333414,False,
a8v,official_train,Br:0.07677543|Li:0.46257198|P:0.07485605|S:0.38387716|Si:0.00191939,-3.0565054840938974,False,
09w,official_train,Br:0.07662835|Li:0.46360153|P:0.07279693|S:0.38314176|Si:0.00383142,-3.359518563029578,False,
x2v,official_train,Br:0.07648184|Li:0.46462715|P:0.07074570|S:0.38240918|Si:0.00573614,-3.0589857562944305,False,
bnh,official_train,Br:0.07604563|Li:0.46387833|P:0.07224335|S:0.38022814|Si:0.00760456,-3.097453220686009,False,
x9d,official_train,Br:0.07619048|Li:0.46666667|P:0.06666667|S:0.38095238|Si:0.00952381,-3.0447934624580584,False,
ish,official_train,Br:0.07590133|Li:0.46869070|P:0.06261860|S:0.37950664|Si:0.01328273,-3.0310503190186573,False,
iiy,official_train,Br:0.07575758|Li:0.46969697|P:0.06060606|S:0.37878788|Si:0.01515152,-2.7721132953863266,False,
3zo,official_train,Br:0.07561437|Li:0.47069943|P:0.05860113|S:0.37807183|Si:0.01701323,-2.96657624451305,False,
vj7,official_train,Br:0.07547170|Li:0.47169811|P:0.05660377|S:0.37735849|Si:0.01886792,-2.85078088734462,False,
wsd,official_train,Br:0.07518797|Li:0.47368421|P:0.05263158|S:0.37593985|Si:0.02255639,-2.7825160557860937,False,
10s,official_train,Br:0.07490637|Li:0.47565543|P:0.04868914|S:0.37453184|Si:0.02621723,-2.630784142589857,False,
fkj,official_train,Br:0.07407407|Li:0.48148148|P:0.03703704|S:0.37037037|Si:0.03703704,-2.6595558851598815,False,
tt3,official_train,Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-2.886056647693163,False,
nig,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-2.5575202309355514,False,
z16,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.37692308|Se:0.00769231,-2.494850021680094,False,
hbz,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.36923077|Se:0.01538462,-2.406713932979543,False,
uut,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.36153846|Se:0.02307692,-2.441291429466834,False,
cju,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.35384615|Se:0.03076923,-2.438898616350944,False,
d9l,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.34615385|Se:0.03846154,-2.571865205971211,False,
96f,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.33846154|Se:0.04615385,-2.555955204081924,False,
1kq,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.33076923|Se:0.05384615,-2.5214335044061564,False,
c6e,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.32307692|Se:0.06153846,-2.4584207560534193,False,
t2c,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.31538462|Se:0.06923077,-2.417936637088291,False,
dlj,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.30769231|Se:0.07692308,-2.4424927980943423,False,
w87,official_train,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-4.494850021680094,False,
97p,official_train,Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-4.481486060122113,False,
p9u,official_train,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-3.657577319177794,False,
5wz,official_train,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,-5.8996294548824375,False,
5gj,official_train,Ge:0.00763359|I:0.07633588|Li:0.46564885|P:0.06870229|S:0.38167939,-5.052566278112949,False,
t17,official_train,Ge:0.01140684|I:0.07604563|Li:0.46768061|P:0.06463878|S:0.38022814,-4.405607449624573,False,
kf7,official_train,Ge:0.01515152|I:0.07575758|Li:0.46969697|P:0.06060606|S:0.37878788,-4.496209316942819,False,
utv,official_train,Ge:0.01886792|I:0.07547170|Li:0.47169811|P:0.05660377|S:0.37735849,-3.8239087409443187,False,
q9f,official_train,Ge:0.02255639|I:0.07518797|Li:0.47368421|P:0.05263158|S:0.37593985,-3.1870866433571443,False,
5qw,official_train,Ge:0.02985075|I:0.07462687|Li:0.47761194|P:0.04477612|S:0.37313433,-2.8239087409443187,False,
znj,official_train,Ge:0.03703704|I:0.07407407|Li:0.48148148|P:0.03703704|S:0.37037037,-2.7304870557820835,False,
pa1,official_train,Ge:0.04411765|I:0.07352941|Li:0.48529412|P:0.02941176|S:0.36764706,-2.2831622767004753,False,
lxk,official_train,Ge:0.05109489|I:0.07299270|Li:0.48905109|P:0.02189781|S:0.36496350,-2.25649023527157,False,
1m8,official_train,Ge:0.05797101|I:0.07246377|Li:0.49275362|P:0.01449275|S:0.36231884,-2.58838029403677,False,
ga9,official_train,B:0.16666667|Ce:0.05555556|Cl:0.05555556|H:0.66666667|Li:0.05555556,-3.987162775294828,False,
240,official_train,Ge:0.07692308|Li:0.61538462|P:0.30769231,-4.0655015487564325,False,
6l9,official_train,B:0.29166667|Cl:0.04166667|Li:0.16666667|O:0.50000000,-5.698970004336019,False,
gas,official_train,Co:0.02024291|La:0.12753036|Li:0.06275304|O:0.60728745|Ti:0.18218623,-3.5850266520291822,False,
f5n,official_train,Cl:0.20408163|F:0.02040816|H:0.18367347|Li:0.40816327|O:0.18367347,-4.413412695328245,False,
hx7,official_train,Br:0.20000000|H:0.20000000|Li:0.40000000|O:0.20000000,-5.920818753952375,False,
oi4,official_train,Hf:0.05186722|Li:0.07883817|O:0.62240664|Sr:0.09128631|Ta:0.15560166,-3.42021640338319,False,
sv7,official_train,La:0.10647182|Li:0.07098121|O:0.61377871|Ti:0.20876827,-3.0,False,
qbb,official_train,Br:0.20000000|Li:0.60000000|O:0.20000000,-5.958607314841775,False,
w1l,official_train,Cr:0.05000000|Li:0.10000000|O:0.60000000|Sr:0.10000000|Ta:0.15000000,-4.221848749616356,False,
jce,official_train,Fe:0.05000000|Li:0.10000000|O:0.60000000|Sr:0.10000000|Ta:0.15000000,-4.0,False,
9ph,official_train,Co:0.02057613|La:0.13786008|Li:0.03909465|O:0.61728395|Ti:0.18518519,-3.96657624451305,False,
kkn,official_train,Br:0.30000000|Li:0.60000000|N:0.10000000,-8.0,False,
m0v,official_train,Li:0.19142857|O:0.57142857|Ti:0.23714286,-7.219682687859849,False,
6du,official_train,Li:0.18103910|Mg:0.01428316|O:0.57132655|Ti:0.23335119,-7.761953896871205,False,
u0c,official_train,Li:0.17142857|Mg:0.02857143|O:0.57142857|Ti:0.22857143,-8.372634143407268,False,
xub,official_train,Li:0.16285714|Mg:0.04285714|O:0.57142857|Ti:0.22285714,-8.821023052706831,False,
bjw,official_train,Cl:0.57142857|Li:0.28571429|Mn:0.14285714,-5.319664486585437,False,
dvn,official_train,Cl:0.57142857|Li:0.28571429|Mg:0.14285714,-6.204815410317576,False,
t3k,official_train,Cl:0.57971014|Ga:0.01449275|Li:0.27536232|Mn:0.13043478,-6.6252516539898965,False,
uxi,official_train,Cl:0.60150376|In:0.05263158|Li:0.24812030|Mn:0.09774436,-7.00436480540245,False,
r5y,official_train,Cd:0.19230769|Cl:0.76923077|Li:0.03846154,-6.236572006437063,False,
ek5,official_train,F:0.09090909|Li:0.09090909|Nb:0.18181818|O:0.54545455|Sr:0.09090909,-10.0,True,<
xut,official_train,F:0.09090909|Li:0.09090909|O:0.54545455|Sr:0.09090909|Ta:0.18181818,-10.0,True,<
ckw,official_train,F:0.07476636|Li:0.09345794|Nb:0.18691589|O:0.56074766|Sr:0.08411215,-10.0,True,<
yab,official_train,F:0.07476636|Li:0.09345794|O:0.56074766|Sr:0.08411215|Ta:0.18691589,-10.0,True,<
ysm,official_train,F:0.09009009|Li:0.09909910|Nb:0.17117117|O:0.54054054|Sr:0.09009009|Zr:0.00900901,-10.0,True,<
e81,official_train,F:0.09009009|Li:0.09909910|O:0.54054054|Sr:0.09009009|Ta:0.17117117|Zr:0.00900901,-10.0,True,<
3qz,official_train,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,-3.9208187539523753,False,
cjq,official_train,La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913|Sr:0.04347826,-5.376750709602099,False,
uaz,official_train,Ca:0.04347826|La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913,-5.795880017344075,False,
aax,official_train,Ba:0.01123596|La:0.12359551|Li:0.23595506|O:0.53932584|Ta:0.08988764,-5.130181792020672,False,
o86,official_train,Ba:0.02222222|La:0.11111111|Li:0.24444444|O:0.53333333|Ta:0.08888889,-4.85078088734462,False,
coi,official_train,Ba:0.05376344|La:0.07526882|Li:0.26881720|O:0.51612903|Ta:0.08602151,-4.30189945437661,False,
3vi,official_train,Ba:0.06382979|La:0.06382979|Li:0.27659574|O:0.51063830|Ta:0.08510638,-4.511449283499556,False,
vwn,official_train,Ba:0.07368421|La:0.05263158|Li:0.28421053|O:0.50526316|Ta:0.08421053,-4.928117992693875,False,
tlp,official_train,Ba:0.08333333|La:0.04166667|Li:0.29166667|O:0.50000000|Ta:0.08333333,-5.54515513999149,False,
ka6,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,-5.179798540514359,False,
7o7,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-4.530177984021837,False,
d6f,official_train,Al:0.00623960|La:0.12479201|Li:0.29118136|O:0.49916805|Zr:0.07861897,-3.4685210829577446,False,
dvs,official_train,La:0.12468828|Li:0.29343308|O:0.49875312|Y:0.00249377|Zr:0.08063175,-3.0915149811213505,False,
3o4,official_train,Ga:0.01063830|La:0.12765957|Li:0.26595745|O:0.51063830|Zr:0.08510638,-3.4559319556497243,False,
kji,official_train,La:0.12820513|Li:0.27350427|O:0.51282051|Ta:0.02564103|Zr:0.05982906,-3.0,False,
gdr,official_train,La:0.12931034|Li:0.26724138|O:0.51724138|Ta:0.03448276|Zr:0.05172414,-3.494850021680094,False,
v1q,official_train,La:0.12605042|Li:0.28571429|O:0.50420168|Ta:0.00840336|Zr:0.07563025,-3.136677139879544,False,
4vd,official_train,La:0.12631579|Li:0.28421053|O:0.50526316|Ta:0.01052632|Zr:0.07368421,-3.2006594505464183,False,
5xk,official_train,La:0.12684989|Li:0.28118393|O:0.50739958|Ta:0.01479915|Zr:0.06976744,-3.337242168318426,False,
2wb,official_train,La:0.12711864|Li:0.27966102|O:0.50847458|Ta:0.01694915|Zr:0.06779661,-3.3279021420642825,False,
zfg,official_train,La:0.12738854|Li:0.27813163|O:0.50955414|Ta:0.01910828|Zr:0.06581741,-3.3979400086720375,False,
6hq,official_train,La:0.13043478|Li:0.26086957|O:0.52173913|Ta:0.04347826|Zr:0.04347826,-3.4559319556497243,False,
hcm,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,-4.468521082957745,False,
e6a,official_train,La:0.12658228|Li:0.28270042|O:0.50632911|Ta:0.01265823|Zr:0.07172996,-3.161150909262745,False,
g5q,official_train,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,-3.552841968657781,False,
5z8,official_train,Al:0.01143863|La:0.13198416|Li:0.25164980|O:0.52793665|W:0.01099868|Zr:0.06599208,-3.309803919971486,False,
r07,official_train,La:0.12631579|Li:0.28421053|O:0.50526316|Te:0.00526316|Zr:0.07894737,-3.4814860601221125,False,
uht,official_train,La:0.12765957|Li:0.27659574|O:0.51063830|Te:0.01063830|Zr:0.07446809,-2.9913998282380825,False,
kbq,official_train,Bi:0.09090909|La:0.13636364|Li:0.22727273|O:0.54545455,-4.721246399047171,False,
uw9,official_train,Bi:0.08695652|La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.04347826,-4.698970004336019,False,
vqu,official_train,Li:0.22727273|Nd:0.13636364|O:0.54545455|Sb:0.09090909,-6.886056647693163,False,
xog,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Sb:0.09090909,-5.107905397309519,False,
bi3,official_train,La:0.08695652|Li:0.26086957|O:0.52173913|Sb:0.08695652|Sr:0.04347826,-5.200659450546418,False,
gcj,official_train,Ca:0.04347826|La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913,-5.876148359032914,False,
20k,official_train,La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913|Sr:0.04347826,-5.432973633840939,False,
jej,official_train,Ca:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-5.657577319177793,False,
hud,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-4.886056647693163,False,
4uu,official_train,Ga:0.00856531|La:0.12847966|Li:0.26338330|O:0.51391863|Ta:0.01070664|Zr:0.07494647,-3.3872161432802645,False,
sdz,official_train,Al:0.00856531|La:0.12847966|Li:0.26338330|O:0.51391863|Ta:0.01070664|Zr:0.07494647,-3.431798275933005,False,
7w5,official_train,La:0.12631579|Li:0.28421053|O:0.50526316|Ta:0.01052632|Zr:0.07368421,-3.0604807473813813,False,
etz,official_train,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,-5.705533773838407,False,
ner,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-4.772113295386326,False,
z2s,official_train,Al:0.02173913|Li:0.23913043|Nd:0.13043478|O:0.52173913|Zr:0.08695652,-4.4089353929735005,False,
72f,official_train,Al:0.01021277|La:0.12765957|Li:0.26638298|O:0.51063830|Zr:0.08510638,-3.677780705266081,False,
sqm,official_train,Ba:0.02173913|La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.02173913|Ta:0.08695652,-5.1487416512809245,False,
zxr,official_train,La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.04347826|Ta:0.08695652,-5.267606240177032,False,
h89,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-4.823908740944319,False,
l9r,official_train,Ca:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-5.657577319177793,False,
544,official_train,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,-4.3979400086720375,False,
ps0,official_train,La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.04347826|Ta:0.08695652,-5.154901959985743,False,
ueu,official_train,La:0.13192612|Li:0.25241865|O:0.52770449|Ta:0.02198769|Zr:0.06596306,-3.0443122496864943,False,
uwh,official_train,La:0.13648772|Li:0.23111920|O:0.54595086|Ta:0.06869882|Zr:0.01774340,-3.987162775294828,False,
gz8,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,-4.798602875679548,False,
419,official_train,La:0.13452915|Li:0.23766816|O:0.53811659|Sm:0.00672646|Ta:0.08295964,-5.148130399270234,False,
c0g,official_train,La:0.13333333|Li:0.24444444|O:0.53333333|Sm:0.01111111|Ta:0.07777778,-5.286509456906058,False,
kbu,official_train,La:0.13215859|Li:0.25110132|O:0.52863436|Sm:0.01541850|Ta:0.07268722,-4.667561540084395,False,
fam,official_train,La:0.13100437|Li:0.25764192|O:0.52401747|Sm:0.01965066|Ta:0.06768559,-4.928117992693875,False,
dae,official_train,La:0.12987013|Li:0.26406926|O:0.51948052|Sm:0.02380952|Ta:0.06277056,-4.853871964321762,False,
9p1,official_train,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,-3.2448877336049287,False,
gkl,official_train,La:0.13636364|Li:0.22727273|Nb:0.09090909|O:0.54545455,-5.294136287716081,False,
ijh,official_train,La:0.13636364|Li:0.22727273|Nb:0.08863636|O:0.54545455|Y:0.00227273,-4.872895201635193,False,
q46,official_train,La:0.13636364|Li:0.22727273|Nb:0.08636364|O:0.54545455|Y:0.00454545,-4.841637507904751,False,
8m3,official_train,La:0.13636364|Li:0.22727273|Nb:0.08409091|O:0.54545455|Y:0.00681818,-5.243363891754152,False,
zyx,official_train,La:0.13636364|Li:0.22727273|Nb:0.08181818|O:0.54545455|Y:0.00909091,-5.039529222465701,False,
qvu,official_train,La:0.13636364|Li:0.22727273|Nb:0.07954545|O:0.54545455|Y:0.01136364,-5.014124642691606,False,
v07,official_train,Ga:0.02173913|La:0.13043478|Li:0.23913043|O:0.52173913|Zr:0.08695652,-4.0,False,
bqx,official_train,Li:0.15000000|Nd:0.15000000|O:0.60000000|Te:0.10000000,-10.0,True,<
z53,official_train,La:0.12711864|Li:0.27966102|O:0.50847458|Ta:0.01694915|Zr:0.06779661,-3.5044556624535517,False,
8y4,official_train,La:0.12182203|Li:0.27966102|O:0.50847458|Ta:0.01694915|Y:0.00529661|Zr:0.06779661,-3.4989407377822483,False,
ucw,official_train,La:0.11652542|Li:0.27966102|O:0.50847458|Ta:0.01694915|Y:0.01059322|Zr:0.06779661,-3.360513510731414,False,
ff9,official_train,La:0.10593220|Li:0.27966102|O:0.50847458|Ta:0.01694915|Y:0.02118644|Zr:0.06779661,-3.6458915608525992,False,
2mn,official_train,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,-3.291579099865287,False,
8ee,official_train,Al:0.00812313|La:0.12825994|Li:0.27362121|O:0.50448910|Zr:0.08550663,-3.5086383061657274,False,
8k7,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,-5.812479279163537,False,
b7v,official_train,Bi:0.09090909|La:0.13636364|Li:0.22727273|O:0.54545455,-4.657577319177793,False,
66a,official_train,La:0.12631579|Li:0.28421053|Nb:0.01052632|O:0.50526316|Zr:0.07368421,-3.0969100130080562,False,
kh3,official_train,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,-3.036212172654445,False,
zqx,official_train,La:0.12711864|Li:0.27966102|O:0.50847458|Ta:0.01694915|Zr:0.06779661,-3.136677139879544,False,
o5q,official_train,La:0.12605042|Li:0.28571429|O:0.50420168|Ta:0.00840336|Zr:0.07563025,-3.552841968657781,False,
0ew,official_train,La:0.13043478|Li:0.26086957|O:0.52173913|Ta:0.04347826|Zr:0.04347826,-3.795880017344075,False,
tbj,official_train,La:0.13636364|Li:0.22727273|O:0.54545455|Sb:0.09090909,-5.47755576649368,False,
