record_id,composition_key,fold,true_log10_sigma,prediction,spread,ad_distance,absolute_error,censored,target_domain
c6h,Fe:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474|Ti:0.05263158,2,-6.476253533188435,-5.12077237018911,0.2201414826593296,4.212979209935659,1.3554811629993253,False,False
c71,Ba:0.01276596|La:0.11489362|Li:0.27659574|O:0.51063830|Ta:0.03404255|Zr:0.05106383,5,-3.3080348972326394,-4.049596073062047,0.10625973222154135,1.8277992939933523,0.7415611758294078,False,False
cdk,Li:0.33333333|N:0.16666667|O:0.33333333|P:0.16666667,4,-10.0,-10.42076725302738,0.36804129901348154,6.680707969976867,0.42076725302738005,True,False
ci1,Li:0.05555556|O:0.66666667|P:0.16666667|Ti:0.01111111|Zr:0.10000000,5,-7.251811972993799,-7.065496692444136,0.18329713269299014,1.174339314875662,0.18631528054966306,False,False
cjq,La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913|Sr:0.04347826,1,-5.376750709602099,-5.416182481956359,0.1223149119932785,2.7655556946429583,0.0394317723542601,False,False
cju,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.35384615|Se:0.03076923,4,-2.438898616350944,-2.618091783500776,0.07960961172573026,0.3334896797531476,0.1791931671498319,False,True
ckw,F:0.07476636|Li:0.09345794|Nb:0.18691589|O:0.56074766|Sr:0.08411215,5,-10.0,-9.89871425141355,0.12471163304331868,4.348394697235871,0.10128574858645045,True,False
clt,B:0.19047619|Cu:0.04761905|Li:0.28571429|O:0.47619048,4,-13.0,-7.838080419156142,0.39372972492743413,4.399881595617941,5.161919580843858,False,False
coh,Al:0.01022495|F:0.01022495|La:0.11451943|Li:0.06748466|O:0.60327198|Ti:0.19427403,3,-3.75448733218585,-3.2438189913736704,0.053400389212058315,0.06534292106348505,0.5106683408121797,False,False
coi,Ba:0.05376344|La:0.07526882|Li:0.26881720|O:0.51612903|Ta:0.08602151,5,-4.30189945437661,-4.688582617044693,0.07735899393424346,0.27648524569093796,0.3866831626680831,False,False
ctg,La:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,1,-3.277366077466188,-4.216589802684132,0.10145679109682752,1.857995688695168,0.9392237252179445,False,False
cy2,La:0.13559322|Li:0.01694915|O:0.63559322|Ti:0.21186441,4,-3.474955192963155,-3.9124974405469475,0.17690130153300204,1.2201771848684633,0.4375422475837927,False,False
czo,Al:0.00546448|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01092896|Ti:0.09289617,2,-3.3675427078152755,-3.2099528837240427,0.05999445222234748,0.7830717400680562,0.1575898240912328,False,False
d4q,Cr:0.00277008|Li:0.05817175|O:0.66481994|P:0.16620499|Ti:0.10803324,4,-3.744727494896694,-5.11912246599608,0.19451008799490413,0.5548658489729086,1.374394971099386,False,False
d6b,Cr:0.02702703|Li:0.08108108|O:0.64864865|P:0.16216216|Ti:0.08108108,4,-3.413412695328245,-4.263375088012315,0.20846783867538368,0.9286501586468535,0.8499623926840698,False,False
d6f,Al:0.00623960|La:0.12479201|Li:0.29118136|O:0.49916805|Zr:0.07861897,2,-3.4685210829577446,-3.517115584278857,0.1451262700411857,2.6336072510344386,0.048594501321112205,False,False
d7f,Bi:0.12500000|Li:0.37500000|O:0.50000000,5,-9.387216143280265,-9.404203920096734,0.382739643231855,6.669759067265694,0.016987776816469236,False,False
d9l,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.34615385|Se:0.03846154,3,-2.571865205971211,-2.591360118661567,0.08209376152491632,0.3406916793866376,0.01949491269035608,False,True
dae,La:0.12987013|Li:0.26406926|O:0.51948052|Sm:0.02380952|Ta:0.06277056,4,-4.853871964321762,-4.471733808379896,0.107530322871773,1.6535783089666425,0.38213815594186595,False,False
dbs,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,3,-3.1001794975729036,-3.2136764936795417,0.05267647387268759,0.20171714821627726,0.1134969961066381,False,False
dc8,F:0.08571429|Li:0.25714286|Mg:0.08571429|O:0.45714286|P:0.11428571,2,-10.0,-9.465469912462597,0.3284266776457593,5.703266300596578,0.5345300875374033,True,False
deu,Al:0.04255319|Ge:0.06382979|Li:0.46808511|S:0.42553191,4,-4.366531544420414,-5.825527291741773,0.1879863937942763,3.8363195294341708,1.4589957473213593,False,True
dj2,Li:0.40476190|P:0.07142857|S:0.47619048|Si:0.04761905,1,-3.1791420105603,-2.4758994092831417,0.08330287828828066,0.10851751192876868,0.7032426012771582,False,True
dku,Li:0.37500000|O:0.50000000|P:0.05000000|V:0.07500000,1,-12.449771646944907,-11.753368944662748,0.2596818430356195,1.7172330402770215,0.6964027022821586,False,False
dl7,Li:0.14285714|Mg:0.07142857|O:0.57142857|Ti:0.21428571,1,-10.0,-10.222383611783583,0.19103241014850622,0.26847099772194244,0.22238361178358268,True,False
dlj,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.30769231|Se:0.07692308,2,-2.4424927980943423,-2.8525902216734744,0.14948426624525826,0.48774010158453046,0.41009742357913215,False,True
dmq,Al:0.14285714|Li:0.42857143|S:0.42857143,1,-7.882728704344236,-7.827300348349577,0.10863842385178914,1.888670205188323,0.05542835599465867,False,True
dnt,Cr:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474|Ti:0.05263158,4,-6.355561410532162,-5.968575356337692,0.16315944416333514,1.6462482824100149,0.38698605419446963,False,False
do2,Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01639344|Ti:0.09289617,1,-3.153044674980176,-3.540373348636748,0.05355288586989058,0.23339060717314974,0.387328673656572,False,False
dq4,Al:0.00546448|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01092896|Ti:0.09289617,2,-3.370590400897281,-3.2099528837240427,0.05999445222234748,0.7830717400680829,0.16063751717323838,False,False
dth,Ge:0.11111111|Li:0.44444444|O:0.44444444,4,-11.886056647693163,-6.530389532061008,0.16632687170041777,5.725325484911838,5.355667115632155,False,False
dti,Ba:0.00425532|La:0.12340426|Li:0.27659574|O:0.51063830|Ta:0.02553191|Zr:0.05957447,2,-3.078833949362261,-3.4255015991190607,0.14054449442337785,1.138881648133983,0.34666764975679953,False,False
dvn,Cl:0.57142857|Li:0.28571429|Mg:0.14285714,2,-6.204815410317576,-6.509011950440293,0.2387527793495876,6.807015799574826,0.30419654012271646,False,False
dvs,La:0.12468828|Li:0.29343308|O:0.49875312|Y:0.00249377|Zr:0.08063175,1,-3.0915149811213505,-3.658107712587529,0.057977945325593014,0.6140397732043003,0.5665927314661787,False,False
dx2,Fe:0.00552486|Hf:0.10497238|Li:0.06077348|O:0.66298343|P:0.16574586,5,-3.9706162223147903,-4.502678311571656,0.07341977684718219,6.3669856716489095,0.5320620892568657,False,False
e0z,La:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348|Ti:0.08695652,1,-3.3027706572402824,-4.140116152118865,0.13518848335053812,1.8962767140452168,0.8373454948785826,False,False
e6a,La:0.12658228|Li:0.28270042|O:0.50632911|Ta:0.01265823|Zr:0.07172996,1,-3.161150909262745,-3.2579143632741445,0.032290855127058704,0.13901327163254493,0.09676345401139974,False,False
e6b,Ge:0.11111111|Li:0.44444444|S:0.44444444,5,-6.698970004336019,-5.888491949505006,0.2503961084300557,3.5592715033835893,0.8104780548310124,False,True
e6e,Ge:0.02439024|Li:0.39024390|O:0.48780488|P:0.09756098,1,-5.943095148663527,-7.086515018181763,0.33271065461350063,2.2930238590568393,1.1434198695182358,False,False
e81,F:0.09009009|Li:0.09909910|O:0.54054054|Sr:0.09009009|Ta:0.17117117|Zr:0.00900901,1,-10.0,-9.134663173163226,0.2792551363993904,4.451778443490255,0.8653368268367743,True,False
ed4,Al:0.01098901|Ge:0.09890110|Li:0.06593407|O:0.65934066|P:0.16483516,5,-4.100179497572904,-5.138556399935251,0.14080427095750758,0.4929961215731785,1.038376902362347,False,False
efb,Ge:0.06976744|Li:0.41860465|O:0.46511628|P:0.04651163,5,-4.958607314841775,-5.594185685660587,0.1739300939570481,1.5277631192248766,0.6355783708188127,False,False
eij,Ge:0.04761905|Li:0.40476190|O:0.47619048|P:0.07142857,2,-5.346787486224656,-5.6268698329883495,0.24211377346423324,1.6997366179137856,0.2800823467636935,False,False
ek5,F:0.09090909|Li:0.09090909|Nb:0.18181818|O:0.54545455|Sr:0.09090909,1,-10.0,-9.515769470525463,0.1497387732339432,5.7166365521663165,0.48423052947453726,True,False
ete,Cl:0.01213592|Li:0.38592233|P:0.05825243|S:0.47330097|Si:0.07038835,1,-1.6020599913279623,-4.516873621479901,0.21292053119270885,5.519110002863934,2.9148136301519383,False,True
etz,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,2,-5.705533773838407,-4.781446531923213,0.17712180772604996,1.2890323578287624,0.9240872419151938,False,False
ew5,Fe:0.01639344|Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,5,-4.267606240177032,-4.753025385556264,0.1213832160228058,7.918355223163911,0.4854191453792325,False,False
f0h,Ba:0.01626016|Ge:0.04065041|Li:0.37398374|P:0.08130081|S:0.48780488,3,-3.500312917381596,-3.703118431130525,0.078070142096937,2.543223698834633,0.20280551374892886,False,True
f4x,Cr:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,3,-4.739928612014925,-3.5644975151633216,0.05955159484443078,0.2886580939090007,1.1754310968516033,False,False
f5n,Cl:0.20408163|F:0.02040816|H:0.18367347|Li:0.40816327|O:0.18367347,3,-4.413412695328245,-6.858398021070974,0.3424298706991679,12.49899832643415,2.4449853257427288,False,False
f7p,Al:0.01092896|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617|Y:0.00546448,5,-3.9208187539523753,-3.818572108118518,0.13213069043037984,1.304257007159125,0.10224664583385712,False,False
fam,La:0.13100437|Li:0.25764192|O:0.52401747|Sm:0.01965066|Ta:0.06768559,5,-4.928117992693875,-4.719552371388472,0.11202710588776525,1.4037886677539277,0.2085656213054028,False,False
ff9,La:0.10593220|Li:0.27966102|O:0.50847458|Ta:0.01694915|Y:0.02118644|Zr:0.06779661,3,-3.6458915608525992,-3.353259585222434,0.0481922319510398,0.4193754357396962,0.2926319756301652,False,False
fft,Li:0.75000000|N:0.25000000,3,-3.6808939406902237,-6.270468312605826,0.2331682281023297,9.898075871236228,2.589574371915602,False,False
fj5,Li:0.39393939|O:0.48484848|P:0.09090909|Si:0.03030303,3,-6.347753658996677,-9.136516081787606,0.22196777543582,2.422275823633433,2.7887624227909296,False,False
fkj,Br:0.07407407|Li:0.48148148|P:0.03703704|S:0.37037037|Si:0.03703704,1,-2.6595558851598815,-2.653088903835789,0.10219844025708295,0.24091412724403524,0.006466981324092291,False,True
fkt,La:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,1,-3.277366077466188,-4.236100414052376,0.12664464719202068,1.833374929206291,0.958734336586188,False,False
fnu,Ba:0.00806452|Ge:0.04032258|Li:0.38709677|P:0.08064516|S:0.48387097,5,-3.2426039712069756,-3.100734915388647,0.0695464629876432,1.5255450211286727,0.14186905581832843,False,True
fwz,Li:0.33333333|S:0.50000000|Si:0.16666667,4,-5.698970004336019,-6.611821830497216,0.27445582053218565,3.5164385048152305,0.9128518261611971,False,True
g5g,Cr:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474|Zr:0.05263158,3,-6.228412519118745,-7.00307654603806,0.15150224581743077,2.10322782274629,0.7746640269193152,False,False
g5q,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,3,-3.552841968657781,-3.2136764936795417,0.05267647387268759,0.20171714821627726,0.33916547497823935,False,False
g8j,Li:0.39467312|P:0.08958838|S:0.48426150|Sn:0.03147700,1,-2.343901797987168,-2.3880815966764644,0.046668088316559615,0.09803604144078688,0.044179798689296224,False,True
ga9,B:0.16666667|Ce:0.05555556|Cl:0.05555556|H:0.66666667|Li:0.05555556,1,-3.987162775294828,-6.521668306747174,0.3560730163894702,19.127450847457748,2.5345055314523464,False,False
gas,Co:0.02024291|La:0.12753036|Li:0.06275304|O:0.60728745|Ti:0.18218623,4,-3.5850266520291822,-3.303419380675001,0.21312199769755247,6.561831076873074,0.28160727135418107,False,False
gcj,Ca:0.04347826|La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913,4,-5.876148359032914,-5.585253370848948,0.10438196691055868,2.200636056716342,0.2908949881839664,False,False
gdr,La:0.12931034|Li:0.26724138|O:0.51724138|Ta:0.03448276|Zr:0.05172414,4,-3.494850021680094,-3.7570978245528037,0.09317911075636985,0.44347389352339406,0.26224780287270955,False,False
gjy,Ga:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348|Ti:0.08695652,5,-3.8927900303521317,-3.479450589968459,0.06543640429058063,0.6884914041828114,0.41333944038367276,False,False
gkl,La:0.13636364|Li:0.22727273|Nb:0.09090909|O:0.54545455,1,-5.294136287716081,-5.744452268915541,0.09100317823965044,0.7417585166045715,0.45031598119946015,False,False
gl0,Al:0.02173913|Li:0.45652174|S:0.43478261|Si:0.08695652,2,-7.619788758288394,-7.498257746711045,0.10835231244991568,1.4654347955654146,0.12153101157734891,False,True
gnq,Hf:0.08695652|Li:0.07608696|Lu:0.02173913|O:0.65217391|P:0.16304348,3,-4.686132779630847,-4.574552869765916,0.15934248879836424,0.5149883811960934,0.11157990986493083,False,False
goi,C:0.21428571|Cl:0.07142857|H:0.50000000|Li:0.07142857|N:0.07142857|O:0.07142857,2,-3.795880017344075,-6.539051219664158,0.33522676912992716,17.32342213731652,2.7431712023200827,False,False
gvd,Li:0.75000000|N:0.25000000,3,-3.2390500485891027,-6.270468312605826,0.2331682281023297,9.898075871236228,3.031418264016723,False,False
gw2,Al:0.02173913|Ge:0.08695652|Li:0.07608696|O:0.65217391|P:0.16304348,3,-3.72584215073632,-3.920087744101702,0.06378529634737186,0.2494135057721313,0.19424559336538216,False,False
gxz,Li:0.26666667|O:0.53333333|P:0.13333333|Zn:0.06666667,3,-10.0,-10.650660561782884,0.26016662165291354,3.3747484879573277,0.6506605617828836,True,False
gyw,La:0.08695652|Li:0.26086957|O:0.52173913|Sr:0.04347826|Ta:0.08695652,5,-5.376750709602099,-5.020633036189936,0.05674884599627872,2.37305974718,0.3561176734121636,False,False
gz8,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,3,-4.798602875679548,-4.70627283036966,0.15766012032077537,2.005686702670094,0.09233004530988786,False,False
gzp,Hf:0.09890110|Li:0.06593407|Lu:0.01098901|O:0.65934066|P:0.16483516,2,-4.009217308196862,-4.388722601990298,0.06875051536794524,0.5824704041281129,0.3795052937934358,False,False
h6c,Li:0.37500000|O:0.50000000|V:0.12500000,3,-13.036212172654444,-9.27726548011509,0.28897806182228614,3.2180651296112237,3.7589466925393538,False,False
h7r,Li:0.05555556|O:0.66666667|P:0.16666667|Sn:0.03333333|Ti:0.07777778,2,-4.642065152999546,-4.646980443414145,0.1588228145456865,1.7160428348906744,0.004915290414598594,False,False
h82,Br:0.01923077|I:0.05769231|Li:0.46153846|P:0.07692308|S:0.38461538,3,-5.3260580013659125,-4.168949279148674,0.17050896642181668,0.6592917623188129,1.157108722217238,False,True
h89,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,2,-4.823908740944319,-4.964964581780063,0.073917310404982,0.6147394231200884,0.14105584083574474,False,False
h8a,Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01639344,1,-4.079876673709276,-4.7728433026326345,0.1368172245273095,0.9120790427633075,0.692966628923358,False,False
h8o,Al:0.08163265|Li:0.48979592|S:0.40816327|Si:0.02040816,1,-6.640164517660112,-7.555410414975665,0.14584223681167963,0.996384090145322,0.9152458973155531,False,True
hai,Ca:0.04752376|Li:0.04902451|O:0.60030015|P:0.15007504|Pb:0.15307654,3,-10.0,-6.015511393410988,0.3492851579648294,8.241866789503668,3.9844886065890117,True,False
hbz,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.36923077|Se:0.01538462,3,-2.406713932979543,-2.6044964279455494,0.060218529613150336,0.44782810401801215,0.19778249496600653,False,True
hcm,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,3,-4.468521082957745,-4.70627283036966,0.15766012032077537,2.005686702670094,0.23775174741191574,False,False
hd3,Ge:0.05882353|Li:0.41176471|P:0.05882353|S:0.47058824,2,-2.154901959985743,-2.334860354513332,0.07735830418066507,0.397856699047445,0.17995839452758888,False,True
hja,Ce:0.04166667|Li:0.08333333|Mo:0.16666667|O:0.66666667|Pr:0.04166667,4,-9.0,-8.560407832519312,0.13251895451540205,3.976688426767886,0.4395921674806882,False,False
hln,Ga:0.20000000|Ge:0.10000000|Li:0.10000000|S:0.60000000,4,-7.42021640338319,-6.374430635020669,0.28846325950935775,8.642808819180313,1.0457857683625207,False,True
hpu,Cr:0.05263158|Hf:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474,1,-7.376750709602099,-6.458564608097995,0.1773328740402172,2.881778408597474,0.9181861015041042,False,False
hta,La:0.11601643|Li:0.06262834|O:0.61601643|Ti:0.20533881,5,-3.0190880622231564,-4.336305387369468,0.1481980986432261,1.8167928855040245,1.317217325146312,False,False
hud,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,2,-4.886056647693163,-4.964964581780063,0.073917310404982,0.6147394231200884,0.07890793408690033,False,False
hx7,Br:0.20000000|H:0.20000000|Li:0.40000000|O:0.20000000,1,-5.920818753952375,-5.940029450827201,0.2055361221755842,12.67048717809693,0.01921069687482646,False,False
hyj,Al:0.00552486|Li:0.06077348|O:0.66298343|P:0.16574586|Ti:0.10497238,5,-3.1739251972991736,-3.000107459721803,0.06430305188360871,0.21946172121849292,0.1738177375773704,False,False
hzf,Al:0.01092896|Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.00546448|Ti:0.09289617,2,-3.0123337350737254,-3.110349143405943,0.06597507393419709,0.7617604353626519,0.09801540833221756,False,False
i12,Co:0.07142857|Li:0.14285714|O:0.57142857|Ti:0.21428571,4,-10.0,-8.270248795747351,0.3000302520494291,7.317457937871822,1.7297512042526488,True,False
i6k,Li:0.07802875|O:0.60985626|Sm:0.10677618|Ti:0.20533881,3,-6.698970004336019,-6.413394361277211,0.16898086646787533,5.216572452816739,0.28557564305880767,False,False
i8k,In:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,5,-4.0851281824599495,-3.6052240206679795,0.07004677632660479,0.7240185777349994,0.47990416179196993,False,False
ia5,La:0.09090909|Li:0.09090909|Nb:0.18181818|O:0.63636364,5,-8.0,-6.5978987298082385,0.17375269648087854,2.443521954258361,1.4021012701917615,True,False
ib2,Li:0.06077348|O:0.66298343|P:0.16574586|Sc:0.00552486|Ti:0.10497238,3,-3.8013429130455774,-3.5627144731012277,0.0763653492657605,0.2769020269615133,0.23862843994434968,False,False
ihb,Al:0.00204499|F:0.00204499|La:0.11451943|Li:0.06748466|O:0.61145194|Ti:0.20245399,4,-3.0087739243075053,-3.0795439700539147,0.10222142775866166,0.13325697836456274,0.07077004574640933,False,False
iiy,Br:0.07575758|Li:0.46969697|P:0.06060606|S:0.37878788|Si:0.01515152,2,-2.7721132953863266,-3.0709668970118016,0.04345726855028259,0.07909553400396574,0.29885360162547503,False,True
ij5,Br:0.03846154|Cl:0.03846154|Li:0.46153846|P:0.07692308|S:0.38461538,4,-2.4775557664936803,-2.8951645293553123,0.09572779635017169,1.076896098291209,0.41760876286163207,False,True
ijh,La:0.13636364|Li:0.22727273|Nb:0.08863636|O:0.54545455|Y:0.00227273,2,-4.872895201635193,-4.873928246126484,0.07201785823836476,0.1935094568373182,0.0010330444912911574,False,False
ik8,Ge:0.01660000|Li:0.40000000|P:0.08000000|S:0.48000000|Sn:0.02340000,1,-2.1290111862394245,-2.10726510001373,0.0502375160568636,0.4818659196505248,0.021746086225694405,False,True
ikh,Li:0.39024390|P:0.12195122|S:0.48780488,2,-2.9208187539523753,-4.7032584581250205,0.18610086860675792,1.1122126995648773,1.7824397041726452,False,True
iqt,Al:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348|Ti:0.08695652,3,-3.4111682744057927,-3.1415062445475526,0.1050599604747291,0.16885238083311055,0.26966202985824017,False,False
ish,Br:0.07590133|Li:0.46869070|P:0.06261860|S:0.37950664|Si:0.01328273,3,-3.0310503190186573,-2.90344976978951,0.022655296207410296,0.06122255352526205,0.1276005492291472,False,True
iwe,Li:0.07103825|O:0.65573770|P:0.16393443|Sc:0.01639344|Ti:0.09289617,1,-3.39040559077478,-3.540373348636748,0.05355288586989058,0.23339060717314974,0.14996775786196803,False,False
ix1,Hf:0.11274282|Li:0.05074821|O:0.66920718|P:0.16730179,4,-6.494850021680094,-6.581784623287792,0.09365971940897508,0.5817840104759228,0.08693460160769817,False,False
izs,Li:0.41002950|P:0.06194690|S:0.47197640|Si:0.05604720,5,-2.2781893847874533,-2.6801040734528727,0.09784791252002244,0.09542909364238882,0.40191468866541946,False,True
j8q,Ge:0.04000000|Li:0.40000000|P:0.08000000|S:0.48000000,1,-1.91721462968355,-2.109758562023112,0.07786045371528107,0.7645510540774337,0.1925439323395619,False,True
jce,Fe:0.05000000|Li:0.10000000|O:0.60000000|Sr:0.10000000|Ta:0.15000000,1,-4.0,-6.49189269891015,0.4202744434249193,12.660292222214528,2.49189269891015,False,False
jdk,Hf:0.09289617|Li:0.07103825|Lu:0.01639344|O:0.65573770|P:0.16393443,1,-4.448550002027125,-4.259997424779012,0.07565849491706489,0.4296839575617152,0.18855257724811292,False,False
jej,Ca:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,3,-5.657577319177793,-5.11101193480446,0.1187111847150682,2.123303620370211,0.5465653843733334,False,False
jkq,Li:0.14214286|Mg:0.07214286|O:0.57142857|Ti:0.21428571,4,-10.8153085691824,-9.485395325432393,0.1397073503345678,0.7128148055919651,1.329913243750008,False,False
jl4,Li:0.15285714|Mg:0.05642857|O:0.57142857|Ti:0.21928571,2,-9.18309616062434,-9.424021992344917,0.11393588250203121,0.6290538675539651,0.24092583172057758,False,False
joc,Li:0.37500000|P:0.12500000|S:0.50000000,4,-6.585026652029182,-6.318410191888129,0.21135632607641927,1.376223120196008,0.2666164601410532,False,True
jq7,Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443|Y:0.01639344,4,-4.496209316942819,-4.603565492082475,0.1747697541907293,0.6285309408422686,0.1073561751396559,False,False
jqc,Bi:0.07142857|Li:0.50000000|O:0.42857143,2,-5.800000874803203,-7.149971468197962,0.18096620985257383,7.881110782656447,1.349970593394759,False,False
k4x,Li:0.40828402|P:0.06508876|S:0.47337278|Si:0.05325444,4,-2.1870866433571443,-2.665391445589381,0.11482069184829465,0.10156155120690336,0.4783048022322367,False,True
ka6,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,3,-5.179798540514359,-4.70627283036966,0.15766012032077537,2.005686702670094,0.473525710144699,False,False
kab,Al:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,5,-4.425968732272281,-2.850004207746557,0.04974069280821373,0.16397944690324465,1.575964524525724,False,False
kbo,Al:0.05000000|Li:0.10000000|O:0.60000000|P:0.15000000|Sr:0.10000000,3,-10.0,-10.039375968702965,0.3850340510031442,6.051252247022919,0.03937596870296467,True,False
kbp,Fe:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,1,-2.853871964321762,-3.4960788138698464,0.05392015030765081,1.257631471585318,0.6422068495480846,False,False
kbq,Bi:0.09090909|La:0.13636364|Li:0.22727273|O:0.54545455,3,-4.721246399047171,-5.312733737220598,0.1342720354447129,5.637592935380956,0.5914873381734269,False,False
kbu,La:0.13215859|Li:0.25110132|O:0.52863436|Sm:0.01541850|Ta:0.07268722,1,-4.667561540084395,-4.9086898218374175,0.09583000812387729,1.2601108922624982,0.24112828175302248,False,False
kf7,Ge:0.01515152|I:0.07575758|Li:0.46969697|P:0.06060606|S:0.37878788,5,-4.496209316942819,-3.948294856647336,0.1153359923446879,0.1601491882079413,0.5479144602954831,False,True
kfp,Ba:0.08333333|Li:0.16666667|O:0.58333333|P:0.16666667,5,-16.796203144042632,-8.642212194210622,0.38805989826608683,7.664644834615518,8.15399094983201,False,False
kgl,Br:0.01923077|Cl:0.05769231|Li:0.46153846|P:0.07692308|S:0.38461538,5,-2.6458915608525992,-2.885536194860166,0.13734968482691176,1.4863170968662085,0.23964463400756664,False,True
kh3,La:0.12765957|Li:0.27659574|O:0.51063830|Ta:0.02127660|Zr:0.06382979,3,-3.036212172654445,-3.2136764936795417,0.05267647387268759,0.20171714821627726,0.1774643210250968,False,False
kji,La:0.12820513|Li:0.27350427|O:0.51282051|Ta:0.02564103|Zr:0.05982906,3,-3.0,-3.213532406991462,0.049223635786852835,0.38372294128152407,0.21353240699146214,False,False
kkn,Br:0.30000000|Li:0.60000000|N:0.10000000,4,-8.0,-6.5151614437235486,0.3083066332358172,6.607742282682457,1.4848385562764514,False,False
kko,Li:0.40000000|P:0.08000000|S:0.48000000|Sn:0.04000000,2,-2.42021640338319,-2.4137190076388886,0.0542185072752631,0.14016636531280263,0.006497395744301304,False,True
kmv,Li:0.44444444|S:0.44444444|Sn:0.11111111,3,-4.154901959985743,-7.1362227428532075,0.14208631635675922,3.7725473077504312,2.9813207828674644,False,True
kop,Ge:0.02641056|Li:0.40016006|P:0.08003201|S:0.48019208|Sn:0.01320528,2,-2.193820026016113,-2.1140822173460276,0.03456060481992077,0.49121399980425345,0.07973780867008529,False,True
kxh,Li:0.06924644|O:0.61303462|Pr:0.11405295|Ti:0.20366599,4,-6.0,-6.547594373795637,0.19031133771275577,3.389406445062968,0.5475943737956372,False,False
l8t,Al:0.00546448|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617|Y:0.01092896,1,-4.136677139879544,-3.941486838158722,0.13126985242454556,1.2920045904249151,0.1951903017208223,False,False
l9r,Ca:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,3,-5.657577319177793,-5.11101193480446,0.1187111847150682,2.123303620370211,0.5465653843733334,False,False
l9v,Al:0.10000000|F:0.60000000|Li:0.30000000,3,-6.301029995663981,-8.775002391324456,0.40303015203616643,6.183919056160268,2.473972395660475,False,False
lap,Al:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,5,-2.9469215565165805,-2.850004207746557,0.04974069280821373,0.16397944690324465,0.09691734877002345,False,False
lcm,Ge:0.06976744|Li:0.41860465|O:0.46511628|V:0.04651163,4,-4.496209316942819,-5.397780185526444,0.24318050877426525,2.284165928400493,0.901570868583625,False,False
ldd,Ge:0.04761905|Li:0.40476190|O:0.47619048|V:0.07142857,4,-6.051098239029787,-5.36013724390701,0.26356321176366493,2.4641744862185044,0.6909609951227766,False,False
ldx,Ge:0.11111111|Li:0.05555556|O:0.66666667|P:0.16666667,3,-8.316052869248487,-6.337359228099903,0.2199446322905485,1.580789123035533,1.9786936411485847,False,False
lf5,Ba:0.04347826|La:0.08695652|Li:0.26086957|Nb:0.08695652|O:0.52173913,5,-5.221848749616356,-5.20304992758411,0.07364688456665207,3.1927192626725107,0.018798822032246143,False,False
lh8,Cr:0.01639344|Hf:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,4,-6.279014255846261,-4.7411327286318015,0.08150210088279633,1.3903116420309853,1.5378815272144593,False,False
lkm,Ge:0.13333333|Li:0.40000000|O:0.46666667,3,-6.070581074285707,-8.31699022438432,0.32523016201795774,3.0598173141688156,2.2464091500986125,False,False
